exercice,etape,depenses_recettes,ordre_reelle,section,chapitre,libelle_chapitre,sous_chapitre,libelle_sous_chapitre,article_par_nature,libelle_article_par_nature,montant
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281578,Amortissement d'autre matériel et outillage techniques,1,Non Ventilable,3000000.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,13,Formation sanitaire et sociale,2313,Constructions en cours,1017.26
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804143,Amortissement des subventions d'équipement versées à des communes et structures interco - Infra intérêt national,1,Non Ventilable,1000000.0
2018,BP,D,Réel,Fonctionnement,944,Frais de fonctionnement des groupes d'élus,65862,"Matériel, équipement et fournitures des groupes d'élus",1,Non Ventilable,141400.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804133,Amortissement des subventions d'équipement versées à des Départements - Infra intérêt national,1,Non Ventilable,1000000.0
2018,BP,R,Réel,Fonctionnement,944,Frais de fonctionnement des groupes d'élus,65869,Remboursements sur frais de fonctionnement des groupes d'élus,1,Non Ventilable,2500.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,20422,Subv° équip versées pers dt privé - Bâtiments et installations,24104.0
2018,BP,D,Réel,Fonctionnement,936,gestion des fonds européens,62,FEDER,65731,Subventions de fonctionnement à l'Etat,60905.62
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,21828,Autres matériels de transports,936585.0
2018,BP,D,Réel,Fonctionnement,936,gestion des fonds européens,62,FEDER,65734,Subventions de fonctionnement aux Communes et structures intercommunales,300000.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,2313,Constructions en cours,1166032.36
2018,BP,D,Réel,Investissement,906,gestion des fonds européens,62,FEDER,2045,Subventions d'équipement versées aux tiers (fonds européens),28000000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,6238,"Diverses publicité, publications,relations publiques",252723.0
2018,BP,R,Réel,Fonctionnement,936,gestion des fonds européens,62,FEDER,74772,FEDER,10000000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,65737,Subventions de fonctionnement à la SNCF,21613.1
2018,BP,D,Réel,Fonctionnement,943,Opérations financières,6711,Intérêts moratoires et pénalités sur marché,1,Non Ventilable,79400.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",6800.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6218,Autre personnel extérieur,170000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,64112,NBI Supplément famillial de traitement et indemnité de résidence,45000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6331,Versement de transport,565000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,60612,Energie - Elecricité,19950.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,275000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,64131,Rémunérations du personnel non titulaire,683000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6453,Cotisations aux caisses de retraite,8300000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6458,Cotisations aux autres organismes sociaux,16000.0
2018,BP,D,Réel,Investissement,907,Environnement,75,Politique de l'énergie,204142,Subv° équip versées Communes et struct interco - Bâtiments et installations,728920.92
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6331,Versement de transport,38000.0
2018,BP,D,Réel,Investissement,907,Environnement,76,Patrimoine naturel,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",60000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,6245,Transports de personnes extérieures à la collectivité,62135705.0
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,2745,Avances remboursables,8660496.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6245,Transports de personnes extérieures à la collectivité,32819.17
2018,BP,D,Réel,Fonctionnement,938,Transports,814,Transports interurbains,6068,Autres matières et fournitures,10000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,611,Contrats de prestations de services,1287284.4
2018,BP,D,Réel,Fonctionnement,938,Transports,814,Transports interurbains,6568,Autres participations,5840000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,614,Charges locatives et de copropriété,3147.69
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",10000.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",20422,Subv° équip versées pers dt privé - Bâtiments et installations,933440.27
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",50000.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",32,Sports,204182,Subv° équip versées org publics divers - Bâtiments et installations,100000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",240325.0
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,204181,"Subv° équip versées org publics divers - Biens mobiliers, matériel et études",7907908.49
2018,BP,D,Réel,Investissement,909,Action économique,92,Recherche et innovation,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",3780895.71
2018,BP,D,Réel,Investissement,909,Action économique,93,"Agriculture, pêche, agro-industrie",275,Dépots et cautionnements versés,1000000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,6561,Participtations aux organismes de regroupement (syndicats mixtes et ententes),1385000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,1048205.7
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,6574,Subventions de fonctionnement aux personnes de droit privé,2311340.98
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,56,Technologies de l'information et de la communication,6281,Concours divers (cotisations..),8000.0
2018,BP,D,Réel,Fonctionnement,935,Aménagement des territoires,53,Espace rural at autres espaces de développement,617,Etudes et recherches,90000.0
2018,BP,R,Réel,Investissement,909,Action économique,95,Tourisme et thermalisme,2745,Avances remboursables,963300.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,204151,"Subv° équip versées Autres gmpts coll et EPL - Biens mobiliers, matériel et études",20000.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",380055.88
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,53,Espace rural et autres espaces de développement,20422,Subv° équip versées pers dt privé - Bâtiments et installations,1007271.93
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",619404.5
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6454,Cotisations aux A.S.S.E.D.I.C.,5000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",678,Autres charges exceptionnelles,7000.0
2018,BP,R,Réel,Fonctionnement,942,Dotations et participations,74832,Dotation de compensation de la réforme de la taxe professionnelle,1,Non Ventilable,23290000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6182,Documentation générale et technique,3500.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6518,Autres aides à la personne,608569.07
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,61351,Locations mobilières - Matériel roulant,6000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,61358,Locations mobilières - Autres,926643.7
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6226,Honoraires,1000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6534,Cotisations de sécurité sociale des élus régionnaux - part patronale,870000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6236,"Catalogues, imprimés et publications",32000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6281,Concours divers (cotisations..),30000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6331,Versement de transport,9000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6331,Versement de transport,62000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6227,Frais d'actes et de contentieux,50000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6241,Transports de biens,111761.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,4100.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",2000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,6451,Cotisations à l' U.R.S.S.A.F.,85000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,65215,Frais de formation,5000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,6234,Réceptions,46660.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6457,Cotisations sociales liées à l'apprentissage,1000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6241,Transports de biens,66073.33
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,65734,Subventions de fonctionnement aux Communes et structures intercommunales,30000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6472,Prestations familiales direstes,20000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,6228,Diverses rémunérations d'intermédiaires et honoraires,93.63
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,615221,Entretien et réparation - bâtiments publics,73800.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,61358,Locations mobilières - Autres,21900.0
2018,BP,R,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,7065,Droits de ports et de navigation (autres que stationnement et location),650000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,7474,Participations des communes et structures intercommunales,50000.0
2018,BP,D,Ordre,Fonctionnement,953,Virement à la section d'investissement,23,Virement à la section d'investissement,1,Non Ventilable,7256740.0
2018,BP,R,Réel,Fonctionnement,938,Transports,815,Transports mixtes,7711,Dédits et pénalités perçus,110000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,815,Transports mixtes,7788,Produits exceptionnels divers,55000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,815,Transports mixtes,752,Revenus des immeubles,8200.0
2018,BP,D,Réel,Investissement,908,Transports,818,Autres transports en commun,21828,Autres matériels de transports,4208042.8
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2111,Terrains nus,1852000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6281,Concours divers (cotisations..),10000.0
2018,BP,D,Réel,Investissement,901,Formation professionnelle et apprentissage,12,Apprentissage,20422,Subv° équip versées pers dt privé - Bâtiments et installations,4903600.0
2018,BP,R,Réel,Fonctionnement,940,Impositions directes,73114,Imposition forfaitaire sur les entreprises de réseau,1,Non Ventilable,29127200.0
2018,BP,R,Réel,Investissement,906,gestion des fonds européens,62,FEDER,13172,Subventions d'équipement transférables - FEDER,28000000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6338,"Autres impôts, taxes et versements assimilés sur rémunérations",130000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6228,Diverses rémunérations d'intermédiaires et honoraires,2000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64131,Rémunérations du personnel non titulaire,3900000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,614,Charges locatives et de copropriété,135995.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6478,Autres charges sociales diverses,1355000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,64138,Primes et autres indemnités,1364000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2313,Constructions en cours,22855.36
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2115,Terrains bâtis,809820.49
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2033,Frais d'insertion,10595.79
2018,BP,D,Réel,Fonctionnement,939,Action économique,91,Interventions économiques transversales,6618,Intérêts des autres dettes,1350.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6236,"Catalogues, imprimés et publications",5278.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,611,Contrats de prestations de services,260785.7
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6281,Concours divers (cotisations..),78338.8
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6231,Annonces et insertions,30000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6473,Allocations de chômage,10000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,60621,Combustibles,39000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,60622,Carburants,414929.31
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,60632,Fournitures de petit équipement,219101.78
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6455,Cotisations pour assurance du personnel,150.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,65738,Subventions de fonctionnement aux organismes publics divers,28000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,202,Autres moyens généraux,6574,Subventions de fonctionnement aux personnes de droit privé,1708393.71
2018,BP,D,Réel,Fonctionnement,930,Services généraux,21,Conseil Régional,6168,Autres primes d'assurances,750.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,22,Conseil Economique et Social Régional,64111,Traitement,385000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,41,Actions interrégionales,65732,Subventions de fonctionnement aux Régions,13380.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,44,Aides publiques au développement,6185,Frais de colloques et de séminaires,35000.0
2018,BP,D,Réel,Fonctionnement,930,Services généraux,44,Aides publiques au développement,6236,"Catalogues, imprimés et publications",3000.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",10000.0
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,21848,Autres matériel de bureau et mobiliers,296137.73
2018,BP,D,Réel,Investissement,900,Services généraux,202,Autres moyens généraux,2185,Matériel de téléphonie,100000.0
2018,BP,D,Réel,Investissement,900,Services généraux,42,Actions européennes,204182,Subv° équip versées org publics divers - Bâtiments et installations,59000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,201,Personnel non ventilé,6459,Remboursements sur charges de Sécurité Sociale et de prévoyance,100000.0
2018,BP,R,Réel,Fonctionnement,930,Services généraux,42,Actions européennes,74778,Autres fonds européens,465000.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,13914,Subventions d'équipement transférées au compte de résultat - Communes et structures intercommunales,1,Non Ventilable,500000.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,13916,Subventions d'équipement transférées au compte de résultat - Autres établissements publics,1,Non Ventilable,500000.0
2018,BP,D,Ordre,Investissement,926,Transferts entre les sections,139172,Subventions d'équipement transférées au compte de résultat - FEDER,1,Non Ventilable,20000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804112,Amortissement des subventions d'équipement versées à l'Etat - Bâtiments et installations,1,Non Ventilable,10000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804131,"Amortissement des subventions d'équipement versées à des Départements - Mobiliers, matériel et études",1,Non Ventilable,2000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,2804132,Amortissement des subventions d'équipement versées à des Départements - Bâtiments et installations,1,Non Ventilable,8000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,280422,"Amortissement des subventions d'équipement versées pers de dt privé - Bâtiments, installations",1,Non Ventilable,14000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281312,Amortissement des bâtiments scolaires,1,Non Ventilable,2500000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,28153,Amortissement des Réseaux divers,1,Non Ventilable,65000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281572,Amortissement du matériel et outillage techniques scolaire,1,Non Ventilable,1000000.0
2018,BP,R,Ordre,Investissement,926,Transferts entre les sections,281838,Amortissement des autres matériels informatiques,1,Non Ventilable,1600000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,812,Gares et autres infrastructures ferroviaires,6231,Annonces et insertions,7582.25
2018,BP,D,Réel,Fonctionnement,938,Transports,813,Transports scolaires,6262,Frais de télécommunications,1000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,814,Transports interurbains,611,Contrats de prestations de services,85000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,64111,Traitement,1837000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,815,Transports mixtes,6473,Allocations de chômage,10000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,818,Autres transports en commun,615221,Entretien et réparation - bâtiments publics,1549733.0
2018,BP,D,Réel,Fonctionnement,938,Transports,818,Autres transports en commun,6568,Autres participations,3342000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,64132,Supplément familial de traitement et indemnité de résidence,1000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6457,Cotisations sociales liées à l'apprentissage,2000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,883,Transports fluviaux,6472,Prestations familiales direstes,53000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,6331,Versement de transport,34000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,64112,NBI Supplément famillial de traitement et indemnité de résidence,40000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,60632,Fournitures de petit équipement,89513.51
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,6226,Honoraires,5000.0
2018,BP,D,Réel,Fonctionnement,938,Transports,888,Autres,637,"Autres impôts, taxes et versements assimilés (autres organismes)",95.8
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",2380.0
2018,BP,D,Réel,Investissement,908,Transports,811,Transport ferroviaire régional des voyageurs,2051,Concessions et droits similaires,61250.0
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,204131,"Subv° équip versées Départements - Biens mobiliers, matériel et études",1379841.3
2018,BP,D,Réel,Investissement,908,Transports,812,Gares et autres infrastructures ferroviaires,2041723,Subv° équipement versée RFF - Projets d'infrastructures d'intérêt national,40804096.99
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2031,Frais d'études,6564670.31
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,20421,"Subv° équip versées pers dt privé - Biens mobiliers, matériel et études",1443000.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,2128,Autres agencements et aménagements,74600.0
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,21318,Autres bâtiments publics,400100.45
2018,BP,D,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,21828,Autres matériels de transports,39064.55
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,21351,"Installations générales, agencements, aménagement des bâtiments publics",150000.0
2018,BP,D,Réel,Investissement,908,Transports,888,Autres,2312,Agencements et aménagements de terrains en cours,1196213.4
2018,BP,R,Réel,Fonctionnement,938,Transports,811,Transport ferroviaire régional des voyageurs,7322,TICPE 2e part - modulation GRENELLE,36200000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,815,Transports mixtes,7475,Participations des autres groupements de collectivités,12000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,886,Infrastructures portuaires et aéroportuaires,70322,Droits de stationnement et de location sur le domaine public portuaire et fluvial,330000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,888,Autres,7022,Coupes de bois,24000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,888,Autres,70322,Droits de stationnement et de location sur le domaine public portuaire et fluvial,140000.0
2018,BP,R,Réel,Fonctionnement,938,Transports,888,Autres,7068,Autres redevances et droits,440000.0
2018,BP,R,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,1314,Subventions d'équipement transférables - Communes et structures intercommunales,2710000.0
2018,BP,R,Réel,Investissement,908,Transports,886,Infrastructures portuaires et aéroportuaires,1318,Autres subventions d'équipement transférables,8600000.0
2018,BP,R,Réel,Investissement,909,Action économique,92,Recherche et innovation,2745,Avances remboursables,1789500.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6453,Cotisations aux caisses de retraite,235000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",611,Contrats de prestations de services,55000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6251,"Voyages, déplacements et missions",29000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6417,Rémunérations des apprentis,22000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",64111,Traitement,543900.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,6745,Subventions fonctionnement aux personnes de droit privé,1000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,10,Services communs,65733,Subventions de fonctionnement aux Départements,321900.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,56,Technologies de l'information et de la communication,204152,Subv° équip versées Autres gmpts coll et EPL - Bâtiments et installations,144983.0
2018,BP,D,Réel,Investissement,905,Aménagement des territoires,54,Habitat - (Logement),20422,Subv° équip versées pers dt privé - Bâtiments et installations,913402.58
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6281,Concours divers (cotisations..),5000.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6231,Annonces et insertions,3278.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,65735,"Subventions de fonctionnement aux autres groupements de collectivités, collectivités à statut particulier et EPL",855000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,65738,Subventions de fonctionnement aux organismes publics divers,149520.27
2018,BP,D,Réel,Fonctionnement,937,Environnement,71,Actions transversales,6281,Concours divers (cotisations..),15000.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6132,Locations immmobilières,13630.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,74,Politique de l'eau,6233,Foires et expositions,36000.0
2018,BP,D,Réel,Investissement,903,"Culture, sports et loisirs",312,Activités culturelles et artistiques,20422,Subv° équip versées pers dt privé - Bâtiments et installations,398723.64
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6457,Cotisations sociales liées à l'apprentissage,900.0
2018,BP,D,Réel,Fonctionnement,933,"Culture, sports et loisirs",313,"Patrimoine (Bibliothèques ,musées, monuments...)",6472,Prestations familiales direstes,10000.0
2018,BP,R,Réel,Fonctionnement,933,"Culture, sports et loisirs",312,Activités culturelles et artistiques,6419,Remboursements sur rémunérations du personnel,5000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,60632,Fournitures de petit équipement,5000.0
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,236,Avances et acomptes versés aux E.P.L.E. sur immobilisations régionales,3366170.87
2018,BP,D,Réel,Investissement,902,Enseignement,222,Lycées publics,20432,Subv° équip versées ets scolaires - Bâtiments et installations,359000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,23,Enseignement supérieur,617,Etudes et recherches,42136.0
2018,BP,D,Réel,Investissement,902,Enseignement,20,Services communs,21578,Autre matériel technique,100000.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,95,Tourisme et thermalisme,6574,Subventions de fonctionnement aux personnes de droit privé,5074100.9
2018,BP,D,Réel,Investissement,909,Action économique,91,Interventions économiques transversales,2111,Terrains nus,728500.0
2018,BP,D,Réel,Fonctionnement,939,Action économique,92,Recherche et innovation,6514,Prix,50000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,615221,Entretien et réparation - bâtiments publics,470784.78
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6236,"Catalogues, imprimés et publications",14000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,20,Services communs,6513,Bourses,2030000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6336,Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale,500000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,222,Lycées publics,6562,Participtations au titre de la coopération décentralisée,189000.0
2018,BP,D,Réel,Fonctionnement,932,Enseignement,223,Lycées privés,65512,Dotation de fonctionnement des Etablissements privés,36399780.51
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6281,Concours divers (cotisations..),63004.0
2018,BP,D,Réel,Fonctionnement,937,Environnement,75,Politique de l'énergie,6282,Frais de gardiennage,202.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,11,Formation professionnelle,6574,Subventions de fonctionnement aux personnes de droit privé,4127732.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6238,"Diverses publicité, publications,relations publiques",6000.0
2018,BP,D,Réel,Fonctionnement,931,Formation professionnelle et apprentissage,12,Apprentissage,6241,Transports de biens,15000.0
