exercice,d_r,i_f,ordre_o_n,code_chapitre,libelle_chapitre,code_ss_fonction,libelle_ss_fonction,code_article,libelle_article,montant
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,22,Administration générale de l'Etat,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",32478.46
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6064,FOURNITURES ADMINISTRATIVES,8627.52
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,110,Sécurité intérieure - services communs,6281,CONCOURS DIVERS (COTISATIONS),4200.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,112,Police Municipale,60623,ALIMENTATION,241.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6182,DOCUMENTATION GENERALE ET TECHNIQUE,967.34
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,60632,FOURNITURES DE PETIT EQUIPEMENT,7277.5
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6247,TRANSPORTS COLLECTIFS,534.66
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6247,TRANSPORTS COLLECTIFS,1141.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,520,Interventions sociales - services communs,60623,ALIMENTATION,7834.61
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,33,Action culturelle,637,"AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (AUTRES ORGANISMES)",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6042,ACHATS DE PRESTATIONS DE SERVICES,44586.67
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6182,DOCUMENTATION GENERALE ET TECHNIQUE,2657.18
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6226,HONORAIRES,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6042,ACHATS DE PRESTATIONS DE SERVICES,86918.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,64,Crèches et garderies,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",5391.76
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6247,TRANSPORTS COLLECTIFS,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,64116,INDEMNITES DE PREAVIS ET DE LICENCIEMENT,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,101656.74
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6478,AUTRES CHARGES SOCIALES DIVERSES,181269.65
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6332,COTISATIONS VERSEES AU F.N.A.L.,83511.57
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,2099684.41
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,64831,C.P.A. - INDEMNITES AUX AGENTS,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6451,COTISATIONS A L'U.R.S.S.A.F.,168665.3
2012,R,F,N,13,ATTENUATION DE CHARGE,20,Administration générale de la collectivité,6489,REMB TITRE FONDS COMPENSATION CESSATION PROGRESSIVE ACTIVITE,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,261,TITRES DE PARTICIPATION,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,3089377.9
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,20,Administration générale de la collectivité,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,0.0
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,20,Administration générale de la collectivité,2158,AUTRES INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUES,412735.8
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,321,Bibliothèques et médiathèques,2188,AUTRES IMMOBILISATIONS CORPORELLES,122887.23
2012,D,I,N,23,IMMOBILISATIONS EN COURS,33,Action culturelle,238,AVANCES VERSEES SUR COMMANDES D IMMO. CORPORELLES EN COURS,0.0
2012,D,I,N,23,IMMOBILISATIONS EN COURS,823,Espaces verts urbains,237,AVANCES VERSEES SUR COMMANDES IMMO. INCORPORELLES EN COURS,0.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,20,Administration générale de la collectivité,6718,AUTRES CHARGES EXCEPTIONNELLES SUR OPERATIONS DE GESTION,0.0
2012,D,F,N,67,CHARGES EXCEPTIONNELLES,251,Hébergement et restauration scolaire,6718,AUTRES CHARGES EXCEPTIONNELLES SUR OPERATIONS DE GESTION,0.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",20,Administration générale de la collectivité,70388,AUTRES REDEVANCES & RECETTES DIV. D'UTILISATION DU DOMAINE,2300.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",251,Hébergement et restauration scolaire,7018,AUTRES VENTES DE PRODUITS FINIS,860906.9
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",321,Bibliothèques et médiathèques,7062,REDEVANCES ET DROITS DES SERVICES A CARACTERE CULTUREL,30601.66
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",322,Musées,7088,AUTRES PRODUITS D'ACTIVITES ANNEXES,29347.56
2012,R,F,N,73,IMPOTS ET TAXES,1,Services généraux opérations non ventilables,7351,TAXE SUR L'ELECTRICITE,4696931.42
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,20,Administration générale de la collectivité,7413,DGF DES PERMANENTS SYNDICAUX,43234.56
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,20,Administration générale de la collectivité,74751,PARTICIPATIONS DU GFP DE RATTACHEMENT,65037.65
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,213,Classes regroupées,74741,PARTICIPATIONS DES COMMUNES MEMBRES DU GFP,102983.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6042,ACHATS DE PRESTATIONS DE SERVICES,1087810.4
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6064,FOURNITURES ADMINISTRATIVES,333.85
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6135,LOCATIONS MOBILIERES,4856.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,637,"AUTRES IMPOTS, TAXES ET VRSTS ASSIMILES (AUTRES ORGANISMES)",366.44
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,614,CHARGES LOCATIVES ET DE COPROPRIETE,834820.51
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,22,Administration générale de l'Etat,6068,AUTRES MATIERES ET FOURNITURES,7285.34
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,22,Administration générale de l'Etat,6135,LOCATIONS MOBILIERES,41374.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,23,"Information, communication, publicité",6247,TRANSPORTS COLLECTIFS,600.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,48,Autres actions de coopération décentralisée,6281,CONCOURS DIVERS (COTISATIONS),34966.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,254,Médecine scolaire,6065,"LIVRES, DISQUES, CASSETTES  (BIBLIOTHEQUES ET MEDIATHEQUES)",365.44
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,321,Bibliothèques et médiathèques,6064,FOURNITURES ADMINISTRATIVES,13544.46
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6182,DOCUMENTATION GENERALE ET TECHNIQUE,35212.09
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",60628,AUTRES FOURNITURES NON STOCKEES,2359.97
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",60633,FOURNITURES DE VOIRIE,12735.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6281,CONCOURS DIVERS (COTISATIONS),10575.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6231,ANNONCES ET INSERTIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6282,FRAIS DE GARDIENNAGE,9305.57
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,91,Marchés et droits de place,60632,FOURNITURES DE PETIT EQUIPEMENT,977.61
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,1564125.52
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6332,COTISATIONS VERSEES AU F.N.A.L.,23975.33
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6454,COTISATIONS AUX A.S.S.E.D.I.C.,114757.67
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,24427.75
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,2184,MOBILIER,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,28181,"AMORT. INSTALLATIONS GENERALES, AMENAGEMENTS DIVERS",45524.66
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,276351,AUTRES CREANCES IMMOBILISEES / GFP DE RATTACHEMENT,214619.27
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,140561.1
2012,R,I,N,16,EMPRUNTS &  DETTES ASSIMILEES,411,"Salles de sport, gymnases",16878,AUTRES DETTES - AUTRES ORGANISMES ET PARTICULIERS,0.0
2012,R,I,N,20,IMMOBILISATIONS  INCORPORELLES,20,Administration générale de la collectivité,2031,FRAIS D'ETUDES,137869.33
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,324,Entretien du Patrimoine culturel,2051,CONCESSIONS ET DROITS SIMILAIRES,2351.34
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,823,Espaces verts urbains,2182,MATERIEL DE TRANSPORT,5731.07
2012,D,I,N,23,IMMOBILISATIONS EN COURS,26,Cimetières et Pompes funèbres,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,41564.11
2012,R,I,N,23,IMMOBILISATIONS  EN COURS,322,Musées,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,6293.2
2012,D,I,N,23,IMMOBILISATIONS EN COURS,520,Interventions sociales - services communs,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,92891.89
2012,R,I,N,4542,TRAVAUX EFFECTUES D'OFFICE PR LE COMPTE DE TIERS - RECETTES,20,Administration générale de la collectivité,4542,TRAVAUX EFFECTUES D'OFFICE PR LE COMPTE DE TIERS - RECETTES,34140.42
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,312,Culture - Arts plastiques et autres activités,65737,SUBVENTIONS DE FONCTIONNEMENT VERSEES AUX AUTRES EPL,605500.0
2012,R,F,N,70,"PRODUITS DES SERVICES, DU DOMAINE ET VENTES DIVERSES",323,Archives,704,TRAVAUX,1039.75
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,20,Administration générale de la collectivité,7711,DEDITS ET PENALITES PERCUS,1794.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,617,ETUDES ET RECHERCHES,276749.2
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6064,FOURNITURES ADMINISTRATIVES,8465.01
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,6182,DOCUMENTATION GENERALE ET TECHNIQUE,27326.12
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6068,AUTRES MATIERES ET FOURNITURES,176408.39
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,6241,TRANSPORT DE BIENS,88092.31
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,323,Archives,60636,VETEMENTS DE TRAVAIL,200.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6068,AUTRES MATIERES ET FOURNITURES,2224.47
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,324,Entretien du Patrimoine culturel,6236,CATALOGUES ET IMPRIMES,19911.91
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6236,CATALOGUES ET IMPRIMES,10366.92
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",62875,REMBOURSEMENTS DE FRAIS AUX COMMUNES MEMBRES DU GFP,33515.8
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,422,Autres activités pour les jeunes,6281,CONCOURS DIVERS (COTISATIONS),115.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6236,CATALOGUES ET IMPRIMES,441.62
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6247,TRANSPORTS COLLECTIFS,2892.5
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,830,Environnement - services communs,6236,CATALOGUES ET IMPRIMES,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6331,VERSEMENT DE TRANSPORT,95997.24
2012,D,F,N,12,CHARGES DE PERSONNEL,23,"Information, communication, publicité",6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,28241.87
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,92071.1
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,64832,C.P.A - CONTRIBUTIONS AU FONDS DE COMPENSATION,0.0
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",15004.52
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,1788612.0
2012,D,F,N,12,CHARGES DE PERSONNEL,422,Autres activités pour les jeunes,6478,AUTRES CHARGES SOCIALES DIVERSES,2898.33
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,6453,COTISATIONS AUX CAISSES DE RETRAITE,349261.79
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6451,COTISATIONS A L'U.R.S.S.A.F.,2081729.37
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,6453,COTISATIONS AUX CAISSES DE RETRAITE,2662224.51
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,6216,PERSONNEL AFFECTE PAR LE GFP DE RATTACHEMENT,1399072.0
2012,D,F,N,12,CHARGES DE PERSONNEL,820,Aménagements urbains - services communs,64131,PERSONNEL NON TITULAIRE - REMUNERATIONS,101944.23
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,6454,COTISATIONS AUX A.S.S.E.D.I.C.,41879.98
2012,D,I,N,20,DEPENSES IMPREVUES INVESTISSEMENT,1,Services généraux opérations non ventilables,20,DEPENSES IMPREVUES INVESTISSEMENT,0.0
2012,R,I,O,40,OPERATIONS D'ORDRE DE TRANSFERTS ENTRE SECTIONS,1,Services généraux opérations non ventilables,280415,AMORT. SUBV. EQPT ORG. PUB. - GPTS DE COLLEC.,0.0
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,276351,AUTRES CREANCES IMMOBILISEES - GFP DE RATTACHEMENT,49011.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,823,Espaces verts urbains,2031,FRAIS D'ETUDES,26312.32
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,324,Entretien du Patrimoine culturel,2188,AUTRES IMMOBILISATIONS CORPORELLES,147381.47
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,411,"Salles de sport, gymnases",2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,11524.76
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,520,Interventions sociales - services communs,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,6330.9
2012,D,I,N,23,IMMOBILISATIONS EN COURS,26,Cimetières et Pompes funèbres,2318,AUTRES IMMOBILISATIONS CORPORELLES EN COURS,121148.26
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,311,Culture - Expression musicale lyrique,651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",3009.83
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,33,Action culturelle,751,REDEVANCES POUR BREVETS DROITS ET VALEURS,0.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,422,Autres activités pour les jeunes,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,20356782.2
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,520,Interventions sociales - services communs,65733,SUBVENTIONS DE FONCTIONNEMENT VERSEES AUX DEPARTEMENTS,614585.41
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,520,Interventions sociales - services communs,657362,SUBVENTIONS DE FONCTIONNEMENT VERSEES AU CCAS,17583400.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,321,Bibliothèques et médiathèques,758,PRODUITS DIVERS DE GESTION COURANTE,9.0
2012,R,F,N,75,AUTRES PRODUITS DE GESTION COURANTE,323,Archives,758,PRODUITS DIVERS DE GESTION COURANTE,96.85
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,322,Musées,616,PRIMES D'ASSURANCE,10199.78
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,411,"Salles de sport, gymnases",6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6237,PUBLICATIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6238,"PUBLICITE, PUBLICATIONS, RELATIONS PUBLIQUES - DIVERS",1000.0
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6336,COTISATIONS AU CENTRE NATIONAL ET DE GESTION DE LA FPT,67541.15
2012,D,F,N,12,CHARGES DE PERSONNEL,22,Administration générale de l'Etat,6478,AUTRES CHARGES SOCIALES DIVERSES,9754.55
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,64111,PERSONNEL TITULAIRE- REMUNERATION PRINCIPALE,14489111.28
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,6488,AUTRES CHARGES DE PERSONNEL,33979.25
2012,D,F,N,12,CHARGES DE PERSONNEL,40,Sports et Jeunesse - Services communs,64112,"PERSONNEL TITULAIRE - NBI, SFT, INDEMNITE RESIDENCE",462248.2
2012,D,F,N,12,CHARGES DE PERSONNEL,510,Santé - services communs,6454,COTISATIONS AUX A.S.S.E.D.I.C.,16201.88
2012,D,F,N,12,CHARGES DE PERSONNEL,64,Crèches et garderies,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,1946715.5
2012,D,F,N,12,CHARGES DE PERSONNEL,823,Espaces verts urbains,64118,PERSONNEL TITULAIRE - AUTRES INDEMNITES,2095957.0
2012,D,F,N,22,DEPENSES IMPREVUES FONCTIONEMENT,1,Services généraux opérations non ventilables,22,DEPENSES IMPREVUES FONCTIONEMENT,0.0
2012,D,I,O,40,OPERATIONS D'ORDRE DE TRANSFERT ENTRE SECTION,20,Administration générale de la collectivité,2184,MOBILIER,84238.22
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,537695.0
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,21318,AUTRES BATIMENTS PUBLICS,0.0
2012,D,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,2315,"IMMO. EN COURS- INSTALLATIONS, MATERIEL OUTILLAGE TECHNIQUES",0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,213,Classes regroupées,1327,SUBVENTIONS EQUIPEMENT NON TRANSFERABLES FONDS EUROPEENS,70827.88
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,823,Espaces verts urbains,1323,SUBVENTIONS EQUIPEMENT NON TRANSFERABLES DEPARTEMENTS,12000.0
2012,D,I,N,16,EMPRUNTS ET DETTES ASSIMILEES,1,Services généraux opérations non ventilables,16441,OPERATIONS AFFERENTES EMPRUNT AC OPTION TIRAGE TRESORERIE,3766232.0
2012,D,I,N,20,IMMOBILISATIONS INCORPORELLES,213,Classes regroupées,2051,CONCESSIONS ET DROITS SIMILAIRES,4193.18
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,324,Entretien du Patrimoine culturel,2183,MATERIEL DE BUREAU ET MATERIEL INFORMATIQUE,22297.02
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6041,ACHATS D'ETUDES,1495.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,20,Administration générale de la collectivité,6282,FRAIS DE GARDIENNAGE,1116947.55
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,251,Hébergement et restauration scolaire,6042,ACHATS DE PRESTATIONS DE SERVICES,8730.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,255,Autres enseignements,6068,AUTRES MATIERES ET FOURNITURES,7787.94
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,311,Culture - Expression musicale lyrique,60636,VETEMENTS DE TRAVAIL,2953.76
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,60632,FOURNITURES DE PETIT EQUIPEMENT,17099.03
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,413,Piscines,6064,FOURNITURES ADMINISTRATIVES,4579.42
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,415,Manifestations sportives,6068,AUTRES MATIERES ET FOURNITURES,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,510,Santé - services communs,6236,CATALOGUES ET IMPRIMES,12339.02
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,60,Famille - Services communs,6236,CATALOGUES ET IMPRIMES,13967.59
2012,D,I,N,21,IMMOBILISATIONS CORPORELLES,90,Interventions économiques,2188,AUTRES IMMOBILISATIONS CORPORELLES,15999.85
2012,D,I,N,23,IMMOBILISATIONS EN COURS,251,Hébergement et restauration scolaire,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,30153.07
2012,D,I,N,23,IMMOBILISATIONS EN COURS,422,Autres activités pour les jeunes,2313,IMMOBILISATIONS EN COURS - CONSTRUCTIONS,5741028.57
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,23,"Information, communication, publicité",651,"REDEVANCES POUR CONCESSIONS, BREVETS, LICENCES, PROCEDES,...",2152.4
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,33,Action culturelle,65738,SUBV. FONCTIONNEMENT VERSEES AUX AUTRES ORGANISMES PUBLICS,60000.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,33,Action culturelle,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,8075885.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,414,Autres équipements sportifs ou de loisir,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,1103177.22
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,522,Actions en faveur de l'enfance et l'adolescence,7478,PARTICIPATIONS D'AUTRES ORGANISMES,685232.0
2012,D,F,N,65,AUTRES CHARGES DE GESTION COURANTE,64,Crèches et garderies,6574,SUBV. FONCT ASSOCIATIONS ET AUTRES PERSONNES DE DROIT PRIVE,4979000.0
2012,R,F,N,74,DOTATIONS ET PARTICIPATIONS,254,Médecine scolaire,74718,AUTRES PARTICIPATIONS ETAT,85335.0
2012,R,F,N,77,PRODUITS EXCEPTIONNELS,322,Musées,7788,PRODUITS EXCEPTIONNELS DIVERS,142.9
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,820,Aménagements urbains - services communs,6257,RECEPTIONS,0.0
2012,D,F,N,11,CHARGES A CARACTERE GENERAL,823,Espaces verts urbains,6257,RECEPTIONS,7952.72
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6216,PERSONNEL AFFECTE PAR LE GFP DE RATTACHEMENT,24546844.62
2012,D,F,N,12,CHARGES DE PERSONNEL,20,Administration générale de la collectivité,6475,MEDECINE DU TRAVAIL - PHARMACIE,209911.01
2012,D,F,N,12,CHARGES DE PERSONNEL,110,Sécurité intérieure - services communs,6451,COTISATIONS A L'U.R.S.S.A.F.,1082667.44
2012,D,F,N,12,CHARGES DE PERSONNEL,213,Classes regroupées,6454,COTISATIONS AUX A.S.S.E.D.I.C.,135646.56
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,6218,AUTRE PERSONNEL EXTERIEUR,62323.57
2012,D,F,N,12,CHARGES DE PERSONNEL,324,Entretien du Patrimoine culturel,6453,COTISATIONS AUX CAISSES DE RETRAITE,181515.08
2012,D,F,N,12,CHARGES DE PERSONNEL,33,Action culturelle,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,85822.28
2012,D,F,N,12,CHARGES DE PERSONNEL,520,Interventions sociales - services communs,6458,COTISATIONS AUX AUTRES ORGANISMES SOCIAUX,23471.65
2012,R,I,O,41,OPERATIONS PATRIMONIALES,1,Services généraux opérations non ventilables,237,AVANCES VERSEES SUR COMMANDES IMMO. INCORPORELLES EN COURS,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,23,"Information, communication, publicité",1322,SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS,0.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,411,"Salles de sport, gymnases",1327,SUBVENTIONS EQUIPEMENT NON TRANSFERABLES FONDS EUROPEENS,425000.0
2012,R,I,N,13,SUBVENTIONS INVESTISSEMENT,60,Famille - Services communs,1328,AUTRES SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES,596384.42
2012,D,I,N,204,SUBVENTIONS D'EQUIPEMENT VERSEES,33,Action culturelle,2041581,SUB. D EQUIPEMENT VERSEES AUX AUTRES GROUPEMENTS/MOBILIER,50000.0
2012,D,I,N,23,IMMOBILISATIONS EN COURS,322,Musées,2316,IMMO. EN COURS - RESTAURATION COLLECTIONS ET OEUVRES D'ART,239786.2
